date,open,high,low,close,volume
2025-01-05,98084.34279280754,98256.73876849933,98084.34279280754,98256.73876849933,20979035420.980793
2025-01-06,98256.73876849933,98364.58946599838,98256.73876849933,98364.58946599838,20060293834.7155
2025-01-07,98364.58946599838,102229.39453189743,98364.58946599838,102229.39453189743,46111387334.46171
2025-01-08,102229.39453189743,102229.39453189743,96952.09886774956,96952.09886774956,60610257147.15405
2025-01-09,96952.09886774956,96952.09886774956,95016.71440989176,95016.71440989176,65790469838.34392
2025-01-10,95016.71440989176,95016.71440989176,92376.27578346101,92376.27578346101,65850881574.76184
2025-01-11,92376.27578346101,94736.6267420969,92376.27578346101,94736.6267420969,63433655716.757095
2025-01-12,94736.6267420969,94736.6267420969,94559.55167224213,94559.55167224213,17836423168.41627
2025-01-13,94559.55167224213,94559.55167224213,94454.77089638807,94454.77089638807,19608932595.53299
2025-01-14,94454.77089638807,94456.3493746993,94454.77089638807,94456.3493746993,76328330233.31137
2025-01-15,94456.3493746993,96574.07768799194,94456.3493746993,96574.07768799194,51241728228.81719
2025-01-16,96574.07768799194,100313.15239828422,96574.07768799194,100313.15239828422,57637319739.543396
2025-01-17,100313.15239828422,100313.15239828422,100044.57926776377,100044.57926776377,50150102497.2729
2025-01-18,100044.57926776377,104160.69358484233,100044.57926776377,104160.69358484233,69135117732.00064
2025-01-19,104160.69358484233,104334.61575724394,104160.69358484233,104334.61575724394,49416447749.13053
2025-01-20,104334.61575724394,104334.61575724394,101275.33714814208,101275.33714814208,72970313683.92325
2025-01-21,101275.33714814208,101764.90860170545,101275.33714814208,101764.90860170545,120158523166.88387
2025-01-22,101764.90860170545,106182.2368201815,101764.90860170545,106182.2368201815,95344290057.8965
2025-01-23,106182.2368201815,106182.2368201815,103673.53509537787,103673.53509537787,55030669602.56557
2025-01-24,103673.53509537787,104067.60991206947,103673.53509537787,104067.60991206947,102455227371.20761
2025-01-25,104067.60991206947,104835.19253555956,104067.60991206947,104835.19253555956,51418786362.7815
2025-01-26,104835.19253555956,104835.19253555956,104796.04077738234,104796.04077738234,22740744964.719296
2025-01-27,104796.04077738234,104796.04077738234,102552.24874280207,102552.24874280207,20639818380.26942
2025-01-28,102552.24874280207,102552.24874280207,101958.46953745594,101958.46953745594,93191643783.24739
2025-01-29,101958.46953745594,101958.46953745594,101313.11264498268,101313.11264498268,45780526813.56264
2025-01-30,101313.11264498268,103718.97939813645,101313.11264498268,103718.97939813645,47425401641.53094
2025-01-31,103718.97939813645,104781.5135100103,103718.97939813645,104781.5135100103,42122570869.034325
2025-02-01,104781.5135100103,104781.5135100103,102382.39409722165,102382.39409722165,37187819228.35328
2025-02-02,102382.39409722165,102382.39409722165,100674.78762544956,100674.78762544956,22827776122.48367
2025-02-03,100674.78762544956,100674.78762544956,97568.31653024875,97568.31653024875,59784234332.21204
2025-02-04,97568.31653024875,101466.8606657039,97568.31653024875,101466.8606657039,122163969235.23686
2025-02-05,101466.8606657039,101466.8606657039,98118.43921664466,98118.43921664466,73196693057.98114
2025-02-06,98118.43921664466,98118.43921664466,96582.88682919052,96582.88682919052,48848958931.79228
2025-02-07,96582.88682919052,96635.41875332211,96582.88682919052,96635.41875332211,44462180396.172516
2025-02-08,96635.41875332211,96635.41875332211,96558.4563096667,96558.4563096667,57077722340.22422
2025-02-09,96558.4563096667,96558.4563096667,96558.23762501091,96558.23762501091,20760850644.84597
2025-02-10,96558.23762501091,96558.23762501091,96548.57865379585,96548.57865379585,25457107581.051964
2025-02-11,96548.57865379585,97399.98161383197,96548.57865379585,97399.98161383197,37054987393.57789
2025-02-12,97399.98161383197,97399.98161383197,95739.97737079239,95739.97737079239,36454577154.5622
2025-02-13,95739.97737079239,97836.18856127483,95739.97737079239,97836.18856127483,47115618235.19051
2025-02-14,97836.18856127483,97836.18856127483,96561.6639990985,96561.6639990985,29084371910.690556
2025-02-15,96561.6639990985,97488.48148536457,96561.6639990985,97488.48148536457,32289906944.92862
2025-02-16,97488.48148536457,97569.95169430465,97488.48148536457,97569.95169430465,14215311318.346336
2025-02-17,97569.95169430465,97569.95169430465,96149.3484548204,96149.3484548204,13634794998.739267
2025-02-18,96149.3484548204,96149.3484548204,95776.15723852723,95776.15723852723,25324374113.08163
2025-02-19,95776.15723852723,95776.15723852723,95495.89153299287,95495.89153299287,38311133144.729355
2025-02-20,95495.89153299287,96554.87156259285,95495.89153299287,96554.87156259285,27703222487.389572
2025-02-21,96554.87156259285,98384.31738240314,96554.87156259285,98384.31738240314,24175261969.81266
2025-02-22,98384.31738240314,98384.31738240314,96135.15541305285,96135.15541305285,42477472950.92155
2025-02-23,96135.15541305285,96564.15414290235,96135.15541305285,96564.15414290235,18464415570.762142
2025-02-24,96564.15414290235,96564.15414290235,96327.46309127835,96327.46309127835,16643044374.983364
2025-02-25,96327.46309127835,96327.46309127835,91396.76686930266,91396.76686930266,45539703844.38777
2025-02-26,91396.76686930266,91396.76686930266,88755.7693356979,88755.7693356979,96742453402.56294
2025-02-27,88755.7693356979,88755.7693356979,83900.11496524839,83900.11496524839,69277430795.68657
2025-02-28,83900.11496524839,84709.14477847965,83900.11496524839,84709.14477847965,81960688217.70384
2025-03-01,84709.14477847965,84709.14477847965,84441.9012237131,84441.9012237131,80695237175.07367
2025-03-02,84441.9012237131,86005.25629681018,84441.9012237131,86005.25629681018,30634474722.6359
2025-03-03,86005.25629681018,94261.53286538439,86005.25629681018,94261.53286538439,61859112550.80991
2025-03-04,94261.53286538439,94261.53286538439,86124.71418722175,86124.71418722175,68715362745.4567
2025-03-05,86124.71418722175,87310.80531078295,86124.71418722175,87310.80531078295,65863356680.42408
2025-03-06,87310.80531078295,90604.08098523637,87310.80531078295,90604.08098523637,51606642859.81411
2025-03-07,90604.08098523637,90604.08098523637,90001.40087607042,90001.40087607042,47555759124.64708
2025-03-08,90001.40087607042,90001.40087607042,86773.33597555371,86773.33597555371,63216440874.73251
2025-03-09,86773.33597555371,86773.33597555371,86142.9833586432,86142.9833586432,18809360803.37126
2025-03-10,86142.9833586432,86142.9833586432,80751.13893300897,80751.13893300897,32013406240.51754
2025-03-11,80751.13893300897,80751.13893300897,78783.94057934263,78783.94057934263,49983692766.22745
2025-03-12,78783.94057934263,82799.1080292053,78783.94057934263,82799.1080292053,56404462275.083046
2025-03-13,82799.1080292053,83884.24578828987,82799.1080292053,83884.24578828987,41782186208.59073
2025-03-14,83884.24578828987,83884.24578828987,81098.90052436228,81098.90052436228,32583592654.882656
2025-03-15,81098.90052436228,83971.70916064628,81098.90052436228,83971.70916064628,28571483950.074646
2025-03-16,83971.70916064628,84391.69087647168,83971.70916064628,84391.69087647168,10761796127.312485
2025-03-17,84391.69087647168,84391.69087647168,82610.61750343916,82610.61750343916,21638031633.118767
2025-03-18,82610.61750343916,84075.36559694471,82610.61750343916,84075.36559694471,19659366246.596867
2025-03-19,84075.36559694471,84075.36559694471,82780.03048688271,82780.03048688271,24557570268.85276
2025-03-20,82780.03048688271,86815.44109470697,82780.03048688271,86815.44109470697,33871216993.304657
2025-03-21,86815.44109470697,86815.44109470697,84270.84358966233,84270.84358966233,27579127651.06656
2025-03-22,84270.84358966233,84270.84358966233,84009.532917822,84009.532917822,18091004975.919056
2025-03-23,84009.532917822,84009.532917822,83793.30854192551,83793.30854192551,7771134681.982918
2025-03-24,83793.30854192551,85787.70914901773,83793.30854192551,85787.70914901773,12617587530.619724
2025-03-25,85787.70914901773,87327.72969669085,85787.70914901773,87327.72969669085,27270889835.1835
2025-03-26,87327.72969669085,87520.58391530563,87327.72969669085,87520.58391530563,30351832942.705593
2025-03-27,87520.58391530563,87520.58391530563,86960.8555491039,86960.8555491039,25522877558.700558
2025-03-28,86960.8555491039,87227.27158032371,86960.8555491039,87227.27158032371,24620445368.489468
2025-03-29,87227.27158032371,87227.27158032371,84359.46915506005,84359.46915506005,31674486232.097313
2025-03-30,84359.46915506005,84359.46915506005,82679.17255385047,82679.17255385047,16837439419.924389
2025-03-31,82679.17255385047,82679.17255385047,82356.38111183756,82356.38111183756,13428975108.070734
2025-04-01,82356.38111183756,82514.09365397849,82356.38111183756,82514.09365397849,30326148749.91535
2025-04-02,82514.09365397849,85237.5876052852,82514.09365397849,85237.5876052852,29172899851.734768
2025-04-03,85237.5876052852,85237.5876052852,82526.4221526433,82526.4221526433,46332905657.77597
2025-04-04,82526.4221526433,83163.98757387721,82526.4221526433,83163.98757387721,36594464539.14662
2025-04-05,83163.98757387721,83852.00765399594,83163.98757387721,83852.00765399594,35647289400.47406
2025-04-06,83852.00765399594,83852.00765399594,83595.88550177493,83595.88550177493,14910400035.531416
2025-04-07,83595.88550177493,83595.88550177493,78211.48358199988,78211.48358199988,36140377231.68329
2025-04-08,78211.48358199988,79179.29226757778,78211.48358199988,79179.29226757778,82909748172.59216
2025-04-09,79179.29226757778,79179.29226757778,76329.090356324,76329.090356324,47812787635.22632
2025-04-10,76329.090356324,82622.17029546302,76329.090356324,82622.17029546302,87408220482.11568
2025-04-11,82622.17029546302,82622.17029546302,79596.35732250768,79596.35732250768,41213520154.25157
2025-04-12,79596.35732250768,83439.28818043756,79596.35732250768,83439.28818043756,39813566443.76779
2025-04-13,83439.28818043756,85305.09728392666,83439.28818043756,85305.09728392666,22428929482.069122
2025-04-14,85305.09728392666,85305.09728392666,83600.82010054543,83600.82010054543,28731125717.934357
2025-04-15,83600.82010054543,84523.4524914945,83600.82010054543,84523.4524914945,33155578229.343513
2025-04-16,84523.4524914945,84523.4524914945,83656.49248858042,83656.49248858042,25084671427.622566
2025-04-17,83656.49248858042,84105.77942167096,83656.49248858042,84105.77942167096,26948109141.803364
2025-04-18,84105.77942167096,84930.90857600998,84105.77942167096,84930.90857600998,19323821375.14309
2025-04-19,84930.90857600998,84930.90857600998,84433.75017215389,84433.75017215389,9550691272.782005
2025-04-20,84433.75017215389,85126.66244301842,84433.75017215389,85126.66244301842,12635983530.804455
2025-04-21,85126.66244301842,85126.66244301842,85073.16544858096,85073.16544858096,12625843856.313684
2025-04-22,85073.16544858096,87452.04699068287,85073.16544858096,87452.04699068287,40070025414.28289
2025-04-23,87452.04699068287,93576.16588573981,87452.04699068287,93576.16588573981,53841992235.36636
2025-04-24,93576.16588573981,93605.45230873208,93576.16588573981,93605.45230873208,39901515879.65954
2025-04-25,93605.45230873208,93872.81422867288,93605.45230873208,93872.81422867288,30031246761.093452
2025-04-26,93872.81422867288,94773.11200643536,93872.81422867288,94773.11200643536,39336184715.04292
2025-04-27,94773.11200643536,94773.11200643536,94644.06637120107,94644.06637120107,15445392739.787264
2025-04-28,94644.06637120107,94644.06637120107,93809.33781968223,93809.33781968223,15926259371.057959
2025-04-29,93809.33781968223,95030.60645474444,93809.33781968223,95030.60645474444,31913814736.53902
2025-04-30,95030.60645474444,95030.60645474444,94256.35946318062,94256.35946318062,25882629766.278946
2025-05-01,94256.35946318062,94256.35946318062,94235.75331048167,94235.75331048167,26541700309.366146
2025-05-02,94235.75331048167,96426.94522273027,94235.75331048167,96426.94522273027,30207566405.468834
2025-05-03,96426.94522273027,96855.5681343944,96426.94522273027,96855.5681343944,23276376191.483967
