date,open,high,low,close,volume,price_return,volume_change,volatility,rolling_max_20,breakout_strength,is_breakout,pv_divergence
2025-01-05,98084.34279280754,98256.73876849932,98084.34279280754,98256.73876849932,20979035420.980793,0.0,0.0,0.0017576299211785856,98256.73876849932,0.0,0,0
2025-01-06,98256.73876849932,98364.58946599838,98256.73876849932,98364.58946599838,20060293834.7155,0.0010976417378676384,-0.04379331879798798,0.0010976417378676126,98364.58946599838,0.0,1,1
2025-01-07,98364.58946599838,102229.39453189744,98364.58946599838,102229.39453189744,46111387334.46171,0.03929061349089458,1.2986396766862547,0.03929061349089464,102229.39453189744,0.0,1,0
2025-01-08,102229.39453189744,102229.39453189744,96952.09886774956,96952.09886774956,60610257147.15405,-0.05162209644605953,0.31443143767345516,0.051622096446059536,102229.39453189744,-0.051622096446059536,0,0
2025-01-09,96952.09886774956,96952.09886774956,95016.71440989176,95016.71440989176,65790469838.34392,-0.019962274983833184,0.08546759137835314,0.01996227498383319,102229.39453189744,-0.07055387694539453,0,0
2025-01-10,95016.71440989176,95016.71440989176,92376.275783461,92376.275783461,65850881574.76184,-0.027789201540270092,0.0009182444899140663,0.027789201540270102,102229.39453189744,-0.09638244257978165,0,0
2025-01-11,92376.275783461,94736.6267420969,92376.275783461,94736.6267420969,63433655716.757095,0.025551484281189252,-0.03670757019798465,0.025551484281189172,102229.39453189744,-0.07329367276515238,0,1
2025-01-12,94736.6267420969,94736.6267420969,94559.55167224212,94559.55167224212,17836423168.41627,-0.0018691299864078692,-0.7188176691556424,0.0018691299864078182,102229.39453189744,-0.07502580734998089,0,0
2025-01-13,94559.55167224212,94559.55167224212,94454.77089638809,94454.77089638809,19608932595.53299,-0.0011080929848019672,0.09937583395393856,0.0011080929848019537,102229.39453189744,-0.07605076476397923,0,0
2025-01-14,94454.77089638809,94456.3493746993,94454.77089638809,94456.3493746993,76328330233.31137,1.6711472551778073e-05,2.892528563778088,1.6711472551758455e-05,102229.39453189744,-0.07603532421169536,0,0
2025-01-15,94456.3493746993,96574.07768799194,94456.3493746993,96574.07768799194,51241728228.81719,0.022420179557139264,-0.32866698285960705,0.022420179557139278,102229.39453189744,-0.0553198702760676,0,1
2025-01-16,96574.07768799194,100313.15239828422,96574.07768799194,100313.15239828422,57637319739.54339,0.03871716717163309,0.12481217421409019,0.0387171671716332,102229.39453189744,-0.01874453176982597,0,0
2025-01-17,100313.15239828422,100313.15239828422,100044.57926776377,100044.57926776377,50150102497.2729,-0.0026773471284613493,-0.12990224521376748,0.0026773471284613653,102229.39453189744,-0.021371693279979037,0,0
2025-01-18,100044.57926776377,104160.69358484232,100044.57926776377,104160.69358484232,69135117732.00064,0.04114280201091147,0.37856383714789255,0.04114280201091155,104160.69358484232,0.0,1,0
2025-01-19,104160.69358484232,104334.61575724394,104160.69358484232,104334.61575724394,49416447749.13053,0.001669748601087706,-0.2852193014165203,0.0016697486010877887,104334.61575724394,0.0,1,1
2025-01-20,104334.61575724394,104334.61575724394,101275.33714814208,101275.33714814208,72970313683.92325,-0.029321798780760466,0.47664020802076257,0.02932179878076044,104334.61575724394,-0.02932179878076044,0,0
2025-01-21,101275.33714814208,101764.90860170544,101275.33714814208,101764.90860170544,120158523166.88388,0.004834063922662946,0.6466768073296236,0.004834063922662942,104334.61575724394,-0.024629478307731153,0,0
2025-01-22,101764.90860170544,106182.2368201815,101764.90860170544,106182.2368201815,95344290057.8965,0.04340718504219265,-0.20651246748866725,0.04340718504219276,106182.2368201815,0.0,1,1
2025-01-23,106182.2368201815,106182.2368201815,103673.53509537788,103673.53509537788,55030669602.56557,-0.023626378572642714,-0.42282154946930794,0.023626378572642746,106182.2368201815,-0.023626378572642746,0,0
2025-01-24,103673.53509537788,104067.60991206949,103673.53509537788,104067.60991206949,102455227371.2076,0.0038011129487294237,0.8617841307609868,0.003801112948729488,106182.2368201815,-0.019915072157437316,0,0
2025-01-25,104067.60991206949,104835.19253555956,104067.60991206949,104835.19253555956,51418786362.7815,0.007375807171305482,-0.4981340856676345,0.007375807171305584,106182.2368201815,-0.012686154718167624,0,1
2025-01-26,104835.19253555956,104835.19253555956,104796.04077738234,104796.04077738234,22740744964.719296,-0.00037346006842065016,-0.5577347002266131,0.0003734600684206346,106182.2368201815,-0.013054877014379218,0,0
2025-01-27,104796.04077738234,104796.04077738234,102552.24874280208,102552.24874280208,20639818380.26942,-0.021411038221822998,-0.09238600528299834,0.021411038221823008,106182.2368201815,-0.03418639676546616,0,0
2025-01-28,102552.24874280208,102552.24874280208,101958.46953745594,101958.46953745594,93191643783.2474,-0.005790016431870937,3.515138751043164,0.0057900164318709915,106182.2368201815,-0.03977847339831864,0,0
2025-01-29,101958.46953745594,101958.46953745594,101313.11264498268,101313.11264498268,45780526813.56264,-0.006329605528613502,-0.5087485856559988,0.006329605528613513,106182.2368201815,-0.04585629688179035,0,0
2025-01-30,101313.11264498268,103718.97939813643,101313.11264498268,103718.97939813643,47425401641.53094,0.023746844710854864,0.03592957404502828,0.023746844710854868,106182.2368201815,-0.023198394532002214,0,0
2025-01-31,103718.97939813643,104781.5135100103,103718.97939813643,104781.5135100103,42122570869.034325,0.010244355642907266,-0.11181414577315596,0.010244355642907179,106182.2368201815,-0.013191691493025336,0,1
2025-02-01,104781.5135100103,104781.5135100103,102382.39409722164,102382.39409722164,37187819228.35328,-0.022896399683704383,-0.11715219510280994,0.022896399683704417,106182.2368201815,-0.035786048935801326,0,0
2025-02-02,102382.39409722164,102382.39409722164,100674.78762544956,100674.78762544956,22827776122.48367,-0.016678712065968493,-0.3861491048370219,0.016678712065968503,106182.2368201815,-0.05186789579559094,0,0
2025-02-03,100674.78762544956,100674.78762544956,97568.31653024876,97568.31653024876,59784234332.21204,-0.030856495141148077,1.6189250328825944,0.03085649514114811,106182.2368201815,-0.08112392946214082,0,0
2025-02-04,97568.31653024876,101466.8606657039,97568.31653024876,101466.8606657039,122163969235.23686,0.0399570708411936,1.0434144653653998,0.039957070841193536,106182.2368201815,-0.04440833321738203,0,0
2025-02-05,101466.8606657039,101466.8606657039,98118.43921664466,98118.43921664466,73196693057.98114,-0.033000148295620035,-0.4008323934118837,0.033000148295620015,106182.2368201815,-0.07594299993126713,0,0
2025-02-06,98118.43921664466,98118.43921664466,96582.88682919052,96582.88682919052,48848958931.79228,-0.01564998790964922,-0.33263434602028186,0.015649987909649207,106182.2368201815,-0.09040448081016952,0,0
2025-02-07,96582.88682919052,96635.41875332213,96582.88682919052,96635.41875332213,44462180396.17251,0.0005439050939168855,-0.08980290740167107,0.0005439050939169691,106182.2368201815,-0.08990974717387812,0,1
2025-02-08,96635.41875332213,96635.41875332213,96558.4563096667,96558.4563096667,57077722340.22422,-0.0007964206566113408,0.28373646617514314,0.0007964206566113081,106182.2368201815,-0.09063456185060945,0,0
2025-02-09,96558.4563096667,96558.4563096667,96558.23762501092,96558.23762501092,20760850644.84597,-2.264790305628317e-06,-0.6362705133695352,2.264790305604495e-06,106182.2368201815,-0.09063662137263802,0,0
2025-02-10,96558.23762501092,96558.23762501092,96548.57865379583,96548.57865379583,25457107581.051964,-0.00010003259641711004,0.22620734653624952,0.00010003259641709803,106182.2368201815,-0.09072758735248874,0,0
2025-02-11,96548.57865379583,97399.98161383196,96548.57865379583,97399.98161383196,37054987393.57789,0.008818389373592916,0.45558513572682413,0.008818389373592828,104835.19253555956,-0.07092285273578923,0,0
2025-02-12,97399.98161383196,97399.98161383196,95739.9773707924,95739.9773707924,36454577154.5622,-0.01704316793016536,-0.01620322340521818,0.017043167930165345,104835.19253555956,-0.08675727057669214,0,0
2025-02-13,95739.9773707924,97836.18856127484,95739.9773707924,97836.18856127484,47115618235.19051,0.021894836911899418,0.2924472566346612,0.02189483691189943,104835.19253555956,-0.06676196995499091,0,0
2025-02-14,97836.18856127484,97836.18856127484,96561.6639990985,96561.6639990985,29084371910.690556,-0.013027128109943775,-0.3827021060085013,0.013027128109943805,104796.04077738234,-0.07857526598524922,0,0
2025-02-15,96561.6639990985,97488.48148536457,96561.6639990985,97488.48148536457,32289906944.92862,0.009598192987589016,0.11021503383608588,0.009598192987588945,104781.5135100103,-0.06960227792423519,0,0
2025-02-16,97488.48148536457,97569.95169430463,97488.48148536457,97569.95169430463,14215311318.346336,0.0008356906138937692,-0.5597599168498391,0.0008356906138936813,104781.5135100103,-0.0688247532807084,0,1
2025-02-17,97569.95169430463,97569.95169430463,96149.3484548204,96149.3484548204,13634794998.739267,-0.014559843628242364,-0.04083739755019311,0.014559843628242329,104781.5135100103,-0.08238251926343126,0,0
2025-02-18,96149.3484548204,96149.3484548204,95776.15723852724,95776.15723852724,25324374113.08163,-0.0038813702046927023,0.8573344238342588,0.0038813702046926885,104781.5135100103,-0.08594413241246734,0,0
2025-02-19,95776.15723852724,95776.15723852724,95495.89153299289,95495.89153299289,38311133144.729355,-0.0029262575740679475,0.5128165842779604,0.002926257574067904,104781.5135100103,-0.08861889531811658,0,0
2025-02-20,95495.89153299289,96554.87156259285,95495.89153299289,96554.87156259285,27703222487.389572,0.011089273188617632,-0.2768884600010627,0.011089273188617672,102382.39409722164,-0.05691918601839897,0,1
2025-02-21,96554.87156259285,98384.31738240314,96554.87156259285,98384.31738240314,24175261969.81266,0.018947214057701167,-0.1273483804702803,0.01894721405770122,101466.8606657039,-0.030379803445940986,0,1
2025-02-22,98384.31738240314,98384.31738240314,96135.15541305284,96135.15541305284,42477472950.92155,-0.022860980582994683,0.7570636051002311,0.022860980582994656,101466.8606657039,-0.05254627193224279,0,0
2025-02-23,96135.15541305284,96564.15414290236,96135.15541305284,96564.15414290236,18464415570.762142,0.004462454218816081,-0.565312757844707,0.004462454218816164,101466.8606657039,-0.048318303046293726,0,1
2025-02-24,96564.15414290236,96564.15414290236,96327.46309127836,96327.46309127836,16643044374.983364,-0.002451127478150239,-0.09864223369532832,0.0024511274781502295,98384.31738240314,-0.020906322733633808,0,0
2025-02-25,96327.46309127836,96327.46309127836,91396.76686930266,91396.76686930266,45539703844.38777,-0.051186816965203885,1.7362604351905593,0.05118681696520387,98384.31738240314,-0.07102301158365569,0,0
2025-02-26,91396.76686930266,91396.76686930266,88755.7693356979,88755.7693356979,96742453402.56294,-0.02889596234165903,1.1243540303454411,0.028895962341659087,98384.31738240314,-0.09786669565720224,0,0
2025-02-27,88755.7693356979,88755.7693356979,83900.11496524839,83900.11496524839,69277430795.68657,-0.05470804215649505,-0.2838983470120343,0.054708042156495065,98384.31738240314,-0.1472206425019662,0,0
2025-02-28,83900.11496524839,84709.14477847965,83900.11496524839,84709.14477847965,81960688217.70384,0.00964277359532062,0.18307921174823605,0.009642773595320602,98384.31738240314,-0.1389974842308497,0,0
2025-03-01,84709.14477847965,84709.14477847965,84441.9012237131,84441.9012237131,80695237175.07367,-0.0031548371249103813,-0.015439731780544363,0.0031548371249103323,98384.31738240314,-0.14171380693223942,0,0
2025-03-02,84441.9012237131,86005.25629681018,84441.9012237131,86005.25629681018,30634474722.6359,0.01851397292625223,-0.6203682423514987,0.018513972926252228,98384.31738240314,-0.1258235195908068,0,1
2025-03-03,86005.25629681018,94261.5328653844,86005.25629681018,94261.5328653844,61859112550.80991,0.09599734858159392,1.0192646719384433,0.095997348581594,98384.31738240314,-0.0419048952791345,0,0
